Age,FrequentFlyer,AnnualIncomeClass,ServicesOpted,AccountSyncedToSocialMedia,BookedHotelOrNot,Target,FrequentFlyerBit,SocialMediaBit,BookedHotelBit,High_Income,Middle_Income,Low_Income,Churn_Probability,Churn_Predicted,Churn_Probability_XGB,Churn_Predicted_XGB
36,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.028322603,0,0.003096816,0
34,No,Low Income,4,No,Yes,0,0,0,1,0,0,1,0.090347598,0,0.00042636,0
30,Yes,High Income,1,No,No,0,1,0,0,1,0,0,0.558323372,1,0.41210014,0
31,No,Low Income,1,Yes,Yes,0,0,1,1,0,0,1,0.1010023,0,0.002386098,0
31,No,Low Income,2,No,No,0,0,0,0,0,0,1,0.145790461,0,0.001660897,0
31,No,Middle Income,3,No,Yes,0,0,0,1,0,1,0,0.032908581,0,9.67E-05,0
37,Yes,High Income,6,No,Yes,1,1,0,1,1,0,0,0.557077703,1,0.9271765,1
30,No,Low Income,5,Yes,No,0,0,1,0,0,0,1,0.553647194,1,0.17227389,0
31,No,Middle Income,4,Yes,No,0,0,1,0,0,1,0,0.200891856,0,0.001120731,0
38,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.006647549,0,0.000197357,0
28,Yes,Low Income,1,No,No,1,1,0,0,0,0,1,0.488613552,0,0.9801856,1
30,No,Middle Income,3,No,Yes,0,0,0,1,0,1,0,0.037351579,0,6.65E-05,0
27,No,Middle Income,2,No,No,1,0,0,0,0,1,0,0.086736865,0,0.9972344,1
27,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.308754917,0,0.026089275,0
30,Yes,High Income,1,No,No,0,1,0,0,1,0,0,0.558323372,1,0.41210014,0
36,No,Middle Income,4,No,Yes,0,0,0,1,0,1,0,0.024530154,0,0.001168972,0
27,No,Low Income,2,Yes,Yes,1,0,1,1,0,0,1,0.212926417,0,0.9702747,1
34,Yes,Low Income,3,Yes,No,1,1,1,0,0,0,1,0.660465381,1,0.9944437,1
37,Yes,High Income,1,Yes,No,1,1,1,0,1,0,0,0.526595923,1,0.9526811,1
38,No,Low Income,1,No,No,0,0,0,0,0,0,1,0.045629054,0,0.0005061,0
37,No,Middle Income,5,No,No,1,0,0,0,0,1,0,0.068799246,0,0.96771806,1
37,No,Middle Income,6,No,Yes,0,0,0,1,0,1,0,0.042831298,0,0.09346943,0
37,Yes,Low Income,4,No,No,0,1,0,0,0,0,1,0.458733037,0,0.10858876,0
37,No,Middle Income,3,Yes,No,0,0,1,0,0,1,0,0.074331272,0,0.002051127,0
36,Yes,Low Income,2,No,No,0,1,0,0,0,0,1,0.32262164,0,0.015479509,0
35,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.135179465,0,0.002912227,0
30,Yes,High Income,1,No,Yes,0,1,0,1,1,0,0,0.349589478,0,0.014865185,0
30,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.040464835,0,0.000118797,0
30,No,Low Income,2,Yes,No,1,0,1,0,0,0,1,0.300291503,0,0.97070307,1
30,No,Middle Income,4,No,Yes,0,0,0,1,0,1,0,0.052374625,0,0.000106181,0
30,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.558323372,1,0.41210014,0
34,Yes,Low Income,1,No,Yes,0,1,0,1,0,0,1,0.156007798,0,0.002004611,0
30,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.060206232,0,0.000863661,0
30,No,Middle Income,5,Yes,Yes,0,0,1,1,0,1,0,0.147932267,0,0.000950738,0
34,Yes,Low Income,1,Yes,No,1,1,1,0,0,0,1,0.489455746,0,0.42465845,0
37,No,Middle Income,3,No,No,0,0,0,0,0,1,0,0.035133517,0,0.00085593,0
30,No,Middle Income,6,No,Yes,0,0,0,1,0,1,0,0.100834644,0,0.002411765,0
29,No,Low Income,1,Yes,Yes,0,0,1,1,0,0,1,0.127455746,0,0.002020332,0
33,Yes,High Income,1,Yes,No,0,1,1,0,1,0,0,0.652822763,1,0.19309422,0
34,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.011185912,0,0.000240255,0
38,No,Low Income,2,No,No,0,0,0,0,0,0,1,0.06376084,0,0.005457392,0
31,No,Middle Income,3,No,Yes,0,0,0,1,0,1,0,0.032908581,0,9.67E-05,0
30,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.558323372,1,0.41210014,0
35,No,Low Income,4,Yes,No,0,0,1,0,0,0,1,0.31118382,0,0.120253265,0
30,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.060206232,0,0.000863661,0
37,Yes,Low Income,1,No,Yes,0,1,0,1,0,0,1,0.110860962,0,0.000543959,0
34,Yes,Low Income,5,No,Yes,0,1,0,1,0,0,1,0.432138081,0,0.09869767,0
30,No,Middle Income,3,Yes,No,0,0,1,0,0,1,0,0.167526607,0,0.000129901,0
29,No,Middle Income,2,Yes,No,0,0,1,0,0,1,0,0.138740736,0,0.00466693,0
30,No,Low Income,1,No,No,0,0,0,0,0,0,1,0.120200204,0,8.51E-05,0
27,Yes,High Income,4,No,No,1,1,0,0,1,0,0,0.844148916,1,0.99717784,1
30,No,Middle Income,6,No,Yes,0,0,0,1,0,1,0,0.100834644,0,0.002411765,0
36,Yes,Low Income,2,Yes,No,1,1,1,0,0,0,1,0.512272468,1,0.5711102,1
37,No,Middle Income,3,Yes,Yes,0,0,1,1,0,1,0,0.033016015,0,0.000593268,0
30,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.558323372,1,0.41210014,0
37,No,Low Income,1,No,No,0,0,0,0,0,0,1,0.05169764,0,0.000429312,0
30,No,Middle Income,2,No,Yes,0,0,0,1,0,1,0,0.026517135,0,0.000872066,0
27,No,Middle Income,4,Yes,Yes,0,0,1,1,0,1,0,0.153040796,0,0.00308576,0
37,Yes,Low Income,1,Yes,No,1,1,1,0,0,0,1,0.392712908,0,0.611664,1
28,No,Low Income,5,No,No,0,0,0,0,0,0,1,0.422397649,0,0.26019642,0
34,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.036513703,0,0.000852263,0
29,No,Low Income,1,Yes,Yes,0,0,1,1,0,0,1,0.127455746,0,0.002020332,0
37,Yes,High Income,1,No,No,0,1,0,0,1,0,0,0.335287712,0,0.33869052,0
28,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.051979702,0,0.002365431,0
30,No,Low Income,4,No,No,0,0,0,0,0,0,1,0.283085512,0,0.000182988,0
35,No,Middle Income,3,No,No,0,0,0,0,0,1,0,0.045202748,0,0.001849629,0
30,Yes,High Income,6,No,Yes,1,1,0,1,1,0,0,0.759151998,1,0.97914493,1
30,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.23153105,0,0.00321977,0
37,No,Middle Income,2,Yes,No,0,0,1,0,0,1,0,0.053364888,0,0.012517991,0
30,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.018764142,0,0.000100247,0
30,Yes,Low Income,1,Yes,No,1,1,1,0,0,0,1,0.618409493,1,0.9700754,1
28,No,Middle Income,4,No,Yes,0,0,0,1,0,1,0,0.067041806,0,0.012002204,0
36,No,Middle Income,5,No,No,1,0,0,0,0,1,0,0.077698546,0,0.984458,1
36,Yes,Low Income,1,Yes,No,0,1,1,0,0,0,1,0.424414722,0,0.62071085,1
29,Yes,High Income,1,No,No,0,1,0,0,1,0,0,0.590397008,1,0.43826097,0
35,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.009823578,0,0.000598069,0
30,No,Low Income,2,No,Yes,0,0,0,1,0,0,1,0.076423448,0,0.002897712,0
34,No,Middle Income,3,Yes,Yes,0,0,1,1,0,1,0,0.048179189,0,0.000613209,0
30,Yes,High Income,4,Yes,No,1,1,1,0,1,0,0,0.889587832,1,0.38941175,0
33,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.168902468,0,0.002593724,0
37,Yes,Low Income,2,No,No,0,1,0,0,0,0,1,0.294631224,0,0.003508571,0
30,No,Middle Income,6,No,Yes,0,0,0,1,0,1,0,0.100834644,0,0.002411765,0
30,Yes,Low Income,1,No,No,0,1,0,0,0,0,1,0.423591589,0,0.01013727,0
28,No,Middle Income,3,Yes,No,0,0,1,0,0,1,0,0.207384111,0,0.002267166,0
35,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.032167041,0,0.00375699,0
37,No,Low Income,5,No,Yes,1,0,0,1,0,0,1,0.087116527,0,0.19477014,0
30,Yes,High Income,1,No,Yes,0,1,0,1,1,0,0,0.349589478,0,0.014865185,0
30,No,Low Income,1,Yes,Yes,0,0,1,1,0,0,1,0.113559138,0,0.001876127,0
28,No,Low Income,2,Yes,No,1,0,1,0,0,0,1,0.358146697,0,0.9958626,1
36,No,Middle Income,3,No,No,0,0,0,0,0,1,0,0.039864522,0,0.001747801,0
28,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.62171957,1,0.99440694,1
30,No,Low Income,1,No,Yes,0,0,0,1,0,0,1,0.054901932,0,6.87E-05,0
31,No,Middle Income,4,No,No,0,0,0,0,0,1,0,0.102331892,0,0.000155216,0
29,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.045879607,0,0.000110487,0
33,Yes,Low Income,1,No,No,0,1,0,0,0,0,1,0.331416314,0,0.001784779,0
29,No,Middle Income,3,No,No,0,0,0,0,0,1,0,0.094245771,0,8.46E-05,0
29,No,Middle Income,6,No,Yes,0,0,0,1,0,1,0,0.113373268,0,0.007386676,0
31,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.20900513,0,0.003407149,0
29,Yes,High Income,5,Yes,No,0,1,1,0,1,0,0,0.929008679,1,0.24639232,0
27,No,Middle Income,4,No,Yes,0,0,0,1,0,1,0,0.075732266,0,0.04617341,0
28,No,Low Income,2,No,No,1,0,0,0,0,0,1,0.201931389,0,0.97709924,1
31,No,Low Income,3,No,Yes,0,0,0,1,0,0,1,0.093686208,0,0.000589527,0
30,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.558323372,1,0.41210014,0
28,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.281467663,0,0.02880339,0
30,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.060206232,0,0.000863661,0
27,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.027568506,0,0.010663496,0
37,Yes,Low Income,4,Yes,Yes,1,1,1,1,0,0,1,0.442801684,0,0.95426494,1
36,No,Middle Income,3,Yes,No,0,0,1,0,0,1,0,0.08388169,0,0.001674588,0
30,No,Low Income,2,Yes,No,0,0,1,0,0,0,1,0.300291503,0,0.97070307,1
36,No,Low Income,1,No,Yes,0,0,0,1,0,0,1,0.025750353,0,0.000220745,0
29,Yes,High Income,1,No,No,0,1,0,0,1,0,0,0.590397008,1,0.43826097,0
36,No,Middle Income,6,No,Yes,1,0,0,1,0,1,0,0.048546716,0,0.46553618,0
34,No,Low Income,2,No,No,0,0,0,0,0,0,1,0.103238723,0,0.001912892,0
34,No,Middle Income,4,Yes,No,0,0,1,0,0,1,0,0.144987433,0,0.002092634,0
29,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.590397008,1,0.43826097,0
37,Yes,Low Income,1,Yes,No,0,1,1,0,0,0,1,0.392712908,0,0.611664,1
30,No,Middle Income,2,No,Yes,0,0,0,1,0,1,0,0.026517135,0,0.000872066,0
35,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.021410135,0,0.00055255,0
27,Yes,Low Income,1,Yes,No,1,1,1,0,0,0,1,0.706105195,1,0.9987417,1
36,No,Middle Income,3,No,No,0,0,0,0,0,1,0,0.039864522,0,0.001747801,0
35,No,Middle Income,4,No,No,0,0,0,0,0,1,0,0.063176346,0,0.002980973,0
30,No,Low Income,1,No,Yes,0,0,0,1,0,0,1,0.054901932,0,6.87E-05,0
31,Yes,High Income,1,No,No,0,1,0,0,1,0,0,0.525755633,1,0.57897615,1
30,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.040464835,0,0.000118797,0
29,No,Low Income,5,Yes,No,1,0,1,0,0,0,1,0.585808491,1,0.7054666,1
36,No,Middle Income,3,No,Yes,0,0,0,1,0,1,0,0.017347756,0,0.00088482,0
29,Yes,High Income,6,No,Yes,1,1,0,1,1,0,0,0.782327617,1,0.99536115,1
37,No,Low Income,4,Yes,No,0,0,1,0,0,0,1,0.257867163,0,0.4347134,0
30,No,Middle Income,2,Yes,No,0,0,1,0,0,1,0,0.123788275,0,0.004143,0
37,Yes,Low Income,1,No,Yes,0,1,0,1,0,0,1,0.110860962,0,0.000543959,0
36,Yes,Low Income,1,No,No,0,1,0,0,0,0,1,0.250579166,0,0.024323264,0
28,No,Middle Income,3,No,Yes,0,0,0,1,0,1,0,0.048024864,0,0.00350949,0
37,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.024925799,0,0.001583992,0
30,No,Low Income,1,Yes,Yes,0,0,1,1,0,0,1,0.113559138,0,0.001876127,0
30,Yes,High Income,4,No,No,0,1,0,0,1,0,0,0.785108456,1,0.08240428,0
30,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.018764142,0,0.000100247,0
30,No,Low Income,2,No,Yes,0,0,0,1,0,0,1,0.076423448,0,0.002897712,0
31,No,Middle Income,5,Yes,No,0,0,1,0,0,1,0,0.263675154,0,0.0085246,0
30,Yes,High Income,1,Yes,No,1,1,1,0,1,0,0,0.735986162,1,0.38642016,0
29,No,Low Income,1,No,No,0,0,0,0,0,0,1,0.13478593,0,8.55E-05,0
37,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.024925799,0,0.001583992,0
29,No,Middle Income,6,No,Yes,0,0,0,1,0,1,0,0.113373268,0,0.007386676,0
37,Yes,Low Income,1,Yes,No,1,1,1,0,0,0,1,0.392712908,0,0.611664,1
36,Yes,Low Income,3,Yes,No,1,1,1,0,0,0,1,0.599378398,1,0.9944148,1
31,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.053194881,0,0.000648343,0
27,No,Low Income,1,No,No,0,0,0,0,0,0,1,0.168429879,0,0.020035561,0
33,Yes,High Income,1,No,Yes,0,1,0,1,1,0,0,0.266083765,0,0.042277347,0
27,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.05884084,0,0.001455346,0
37,No,Low Income,4,Yes,No,1,0,1,0,0,0,1,0.257867163,0,0.4347134,0
30,No,Middle Income,3,No,Yes,0,0,0,1,0,1,0,0.037351579,0,6.65E-05,0
29,Yes,High Income,5,No,No,1,1,0,0,1,0,0,0.855784633,1,0.86190355,1
34,No,Low Income,1,Yes,Yes,0,0,1,1,0,0,1,0.070444802,0,0.005478295,0
30,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.060206232,0,0.000863661,0
33,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.027659005,0,0.000346362,0
29,Yes,Low Income,1,No,No,0,1,0,0,0,0,1,0.45591473,0,0.010300321,0
37,No,Middle Income,4,No,No,0,0,0,0,0,1,0,0.049310141,0,0.001324637,0
30,No,Middle Income,6,No,Yes,0,0,0,1,0,1,0,0.100834644,0,0.002411765,0
33,Yes,Low Income,1,Yes,Yes,0,1,1,1,0,0,1,0.31731442,0,0.11253467,0
30,Yes,High Income,1,Yes,No,0,1,1,0,1,0,0,0.735986162,1,0.38642016,0
30,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.018764142,0,0.000100247,0
36,No,Low Income,2,Yes,No,1,0,1,0,0,0,1,0.1633666,0,0.965115,1
37,No,Middle Income,3,No,Yes,0,0,0,1,0,1,0,0.015246541,0,0.00038609,0
37,Yes,High Income,4,No,No,1,1,0,0,1,0,0,0.593140362,1,0.17194466,0
37,No,Low Income,5,Yes,No,1,0,1,0,0,0,1,0.33107929,0,0.9850065,1
31,No,Low Income,2,No,No,0,0,0,0,0,0,1,0.145790461,0,0.001660897,0
31,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.01649425,0,0.000127937,0
30,Yes,Low Income,1,No,Yes,0,1,0,1,0,0,1,0.238077027,0,0.004433509,0
29,No,Middle Income,3,Yes,No,0,0,1,0,0,1,0,0.186636907,0,9.23E-05,0
37,No,Middle Income,2,Yes,No,0,0,1,0,0,1,0,0.053364888,0,0.012517991,0
30,No,Low Income,4,Yes,No,0,0,1,0,0,0,1,0.465465556,0,0.16380711,0
37,Yes,High Income,1,No,No,0,1,0,0,1,0,0,0.335287712,0,0.33869052,0
38,Yes,Low Income,6,No,Yes,0,1,0,1,0,0,1,0.390706572,0,0.04233792,0
30,No,Low Income,2,No,No,0,0,0,0,0,0,1,0.162906464,0,0.002171518,0
30,No,Middle Income,3,Yes,Yes,0,0,1,1,0,1,0,0.078821823,0,7.62E-05,0
36,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.365141132,0,0.6625221,1
35,No,Low Income,1,No,No,0,0,0,0,0,0,1,0.066188477,0,0.000553608,0
31,No,Middle Income,5,No,Yes,0,0,0,1,0,1,0,0.064585035,0,0.000679969,0
30,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.040464835,0,0.000118797,0
29,Yes,Low Income,1,Yes,No,1,1,1,0,0,0,1,0.648863948,1,0.95120466,1
36,No,Middle Income,3,No,No,0,0,0,0,0,1,0,0.039864522,0,0.001747801,0
37,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.024925799,0,0.001583992,0
29,No,Low Income,1,No,Yes,0,0,0,1,0,0,1,0.062123517,0,7.49E-05,0
28,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.62171957,1,0.99440694,1
30,No,Middle Income,4,Yes,Yes,0,0,1,1,0,1,0,0.108642051,0,0.000140271,0
30,No,Low Income,2,No,No,0,0,0,0,0,0,1,0.162906464,0,0.002171518,0
29,No,Low Income,3,No,No,0,0,0,0,0,0,1,0.240171943,0,0.000326386,0
31,Yes,High Income,6,No,Yes,1,1,0,1,1,0,0,0.734346755,1,0.9695976,1
37,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.107320132,0,0.012615615,0
30,No,Middle Income,2,Yes,No,0,0,1,0,0,1,0,0.123788275,0,0.004143,0
37,No,Middle Income,5,No,Yes,1,0,0,1,0,1,0,0.030457661,0,0.8746968,1
33,Yes,Low Income,4,No,No,0,1,0,0,0,0,1,0.588929527,1,0.010741748,0
30,No,Middle Income,3,No,Yes,0,0,0,1,0,1,0,0.037351579,0,6.65E-05,0
31,No,Low Income,2,No,No,0,0,0,0,0,0,1,0.145790461,0,0.001660897,0
38,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.095378944,0,0.013421915,0
34,Yes,High Income,1,No,No,0,1,0,0,1,0,0,0.427850681,0,0.36892495,0
30,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.018764142,0,0.000100247,0
35,No,Low Income,2,Yes,Yes,1,0,1,1,0,0,1,0.086483546,0,0.92690325,1
27,No,Middle Income,4,Yes,No,0,0,1,0,0,1,0,0.298229418,0,0.08521502,0
29,Yes,High Income,1,Yes,No,1,1,1,0,1,0,0,0.760688212,1,0.2724115,0
29,No,Low Income,1,No,No,0,0,0,0,0,0,1,0.13478593,0,8.55E-05,0
27,No,Middle Income,2,No,No,1,0,0,0,0,1,0,0.086736865,0,0.9972344,1
34,No,Middle Income,6,No,Yes,0,0,0,1,0,1,0,0.062212291,0,0.001559814,0
29,Yes,Low Income,5,No,No,0,1,0,0,0,0,1,0.775268655,1,0.06112293,0
30,No,Middle Income,3,Yes,No,0,0,1,0,0,1,0,0.167526607,0,0.000129901,0
31,No,Middle Income,4,No,No,0,0,0,0,0,1,0,0.102331892,0,0.000155216,0
34,No,Low Income,1,Yes,Yes,0,0,1,1,0,0,1,0.070444802,0,0.005478295,0
31,Yes,High Income,1,No,Yes,0,1,0,1,1,0,0,0.320365918,0,0.013512494,0
31,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.035665233,0,0.000234137,0
37,No,Low Income,2,Yes,No,1,0,1,0,0,0,1,0.146210696,0,0.98256886,1
37,No,Middle Income,3,No,No,0,0,0,0,0,1,0,0.035133517,0,0.00085593,0
30,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.558323372,1,0.41210014,0
35,No,Low Income,4,No,Yes,0,0,0,1,0,0,1,0.080125387,0,0.002216474,0
38,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.02192719,0,0.001600394,0
30,No,Low Income,1,Yes,Yes,0,0,1,1,0,0,1,0.113559138,0,0.001876127,0
30,Yes,Low Income,1,Yes,No,1,1,1,0,0,0,1,0.618409493,1,0.9700754,1
28,No,Middle Income,5,No,No,0,0,0,0,0,1,0,0.194025351,0,0.21068998,0
35,No,Middle Income,6,No,Yes,0,0,0,1,0,1,0,0.054980991,0,0.09030542,0
30,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.23153105,0,0.00321977,0
30,Yes,High Income,4,Yes,No,0,1,1,0,1,0,0,0.889587832,1,0.38941175,0
37,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.0075728,0,0.000167405,0
34,Yes,Low Income,2,No,No,0,1,0,0,0,0,1,0.382427655,0,0.001507697,0
34,No,Middle Income,3,No,Yes,0,0,0,1,0,1,0,0.022438146,0,0.000258899,0
34,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.427850681,0,0.36892495,0
33,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.168902468,0,0.002593724,0
31,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.053194881,0,0.000648343,0
29,No,Middle Income,4,No,Yes,0,0,0,1,0,1,0,0.059284631,0,0.000125365,0
31,Yes,Low Income,1,No,Yes,0,1,0,1,0,0,1,0.215092499,0,0.001599636,0
33,Yes,Low Income,3,Yes,No,1,1,1,0,0,0,1,0.689249998,1,0.98355985,1
29,No,Middle Income,5,Yes,No,0,0,1,0,0,1,0,0.31767863,0,0.014860046,0
37,No,Low Income,1,No,Yes,0,0,0,1,0,0,1,0.022654853,0,9.79E-05,0
33,Yes,High Income,1,No,No,0,1,0,0,1,0,0,0.460239322,0,0.84252757,1
31,No,Middle Income,6,No,Yes,0,0,0,1,0,1,0,0.089542694,0,0.0030617,0
28,No,Low Income,4,Yes,No,1,0,1,0,0,0,1,0.53099395,1,0.44520363,0
36,No,Middle Income,3,Yes,No,0,0,1,0,0,1,0,0.08388169,0,0.001674588,0
33,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.460239322,0,0.84252757,1
31,No,Low Income,1,No,No,0,0,0,0,0,0,1,0.106997666,0,8.37E-05,0
27,No,Middle Income,2,No,Yes,1,0,0,1,0,1,0,0.038815395,0,0.9719591,1
37,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.016549014,0,0.000284587,0
29,Yes,Low Income,1,Yes,No,1,1,1,0,0,0,1,0.648863948,1,0.95120466,1
30,No,Middle Income,4,No,No,0,0,0,0,0,1,0,0.115032877,0,9.58E-05,0
30,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.060206232,0,0.000863661,0
27,No,Low Income,5,Yes,Yes,0,0,1,1,0,0,1,0.438796707,0,0.09294963,0
37,Yes,High Income,1,No,No,0,1,0,0,1,0,0,0.335287712,0,0.33869052,0
31,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.035665233,0,0.000234137,0
30,No,Low Income,2,No,No,0,0,0,0,0,0,1,0.162906464,0,0.002171518,0
35,No,Middle Income,3,No,Yes,0,0,0,1,0,1,0,0.019732748,0,0.000919797,0
31,Yes,High Income,6,No,Yes,1,1,0,1,1,0,0,0.734346755,1,0.9695976,1
30,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.23153105,0,0.00321977,0
35,Yes,Low Income,2,Yes,No,0,1,1,0,0,0,1,0.544964756,1,0.1974761,0
37,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.0075728,0,0.000167405,0
28,Yes,Low Income,1,Yes,No,1,1,1,0,0,0,1,0.678152818,1,0.99837613,1
37,No,Middle Income,3,No,Yes,0,0,0,1,0,1,0,0.015246541,0,0.00038609,0
29,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.068075268,0,0.002950669,0
37,No,Low Income,4,Yes,Yes,0,0,1,1,0,0,1,0.128724006,0,0.089157596,0
34,Yes,High Income,5,No,No,0,1,0,0,1,0,0,0.754818467,1,0.30634317,0
36,Yes,Low Income,1,No,Yes,0,1,0,1,0,0,1,0.12447375,0,0.004207711,0
38,No,Low Income,2,No,Yes,0,0,0,1,0,0,1,0.028142283,0,0.002359986,0
30,No,Middle Income,3,Yes,No,0,0,1,0,0,1,0,0.167526607,0,0.000129901,0
31,Yes,High Income,1,Yes,No,1,1,1,0,1,0,0,0.709707377,1,0.6055941,1
31,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.20900513,0,0.003407149,0
28,No,Middle Income,4,No,No,1,0,0,0,0,1,0,0.144570118,0,0.07894558,0
30,No,Middle Income,6,No,Yes,0,0,0,1,0,1,0,0.100834644,0,0.002411765,0
37,Yes,Low Income,1,No,No,0,1,0,0,0,0,1,0.226746848,0,0.00360701,0
31,No,Middle Income,3,Yes,No,0,0,1,0,0,1,0,0.150012172,0,0.000509241,0
31,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.053194881,0,0.000648343,0
36,No,Low Income,1,No,No,0,0,0,0,0,0,1,0.058523845,0,0.000848041,0
30,Yes,High Income,1,No,Yes,0,1,0,1,1,0,0,0.349589478,0,0.014865185,0
30,No,Middle Income,5,Yes,Yes,0,0,1,1,0,1,0,0.147932267,0,0.000950738,0
31,No,Low Income,2,Yes,No,1,0,1,0,0,0,1,0.27345633,0,0.97407633,1
38,Yes,Low Income,3,No,Yes,1,1,0,1,0,0,1,0.1815812,0,0.86755216,1
37,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.335287712,0,0.33869052,0
35,No,Low Income,1,No,Yes,0,0,0,1,0,0,1,0.029256153,0,0.000301484,0
30,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.060206232,0,0.000863661,0
29,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.045879607,0,0.000110487,0
34,Yes,Low Income,4,No,No,0,1,0,0,0,0,1,0.556827237,1,0.028464304,0
35,No,Middle Income,3,No,No,0,0,0,0,0,1,0,0.045202748,0,0.001849629,0
28,No,Low Income,6,No,Yes,1,0,0,1,0,0,1,0.306960705,0,0.5044689,1
37,No,Low Income,1,Yes,Yes,0,0,1,1,0,0,1,0.048632135,0,0.001106285,0
30,Yes,High Income,1,Yes,No,0,1,1,0,1,0,0,0.735986162,1,0.38642016,0
29,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.021339633,0,9.11E-05,0
30,No,Low Income,5,No,No,0,0,0,0,0,0,1,0.359984477,0,0.000270163,0
37,No,Middle Income,4,No,Yes,0,0,0,1,0,1,0,0.021578088,0,0.000489568,0
33,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.460239322,0,0.84252757,1
30,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.23153105,0,0.00321977,0
31,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.053194881,0,0.000648343,0
28,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.024259885,0,0.009159132,0
34,Yes,Low Income,1,Yes,Yes,1,1,1,1,0,0,1,0.289587606,0,0.5849414,1
34,No,Middle Income,3,Yes,No,0,0,1,0,0,1,0,0.106381702,0,0.001019222,0
36,No,Middle Income,4,Yes,No,0,0,1,0,0,1,0,0.115376429,0,0.002716503,0
30,No,Low Income,1,No,No,0,0,0,0,0,0,1,0.120200204,0,8.51E-05,0
36,Yes,High Income,1,No,No,0,1,0,0,1,0,0,0.365141132,0,0.6625221,1
